DateTime,role_hybrid,role_rb,const_hybrid,const_rb,wholesale_price,quality,rb_const_thought_hybrid,hybrid_const_thought_hyrbid,hybrid_const_thought_rb,rb_const_thought_rb,profit_hybrid,profit_rb,offer_count,message_count,conversation_history,offer_list
20250416_132257,buyer,supplier,10,2,10,4,10,2,10,2,4,4,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 2. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €10.'}, {'role': 'user', 'content': 'I would like to propose Price of 10€ and quality of 4. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept the offer with a Wholesale price of €10 and Quality of 4. It's a great compromise that meets my needs, and I appreciate your understanding.""}]","[{'idx': 1744798956, 'price': 10, 'quality': 4, 'offer_by': 'supplier', 'stamp': 1744798966, 'from_chat': True, 'enhanced': None, 'profit_bot1': 4, 'profit_bot2': 4, 'test': None}]"
20250416_132335,buyer,supplier,10,3,7,0,10,3,10,3,3,4,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 3. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €10.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 0. Does that work for you?'}, {'role': 'assistant', 'content': 'Thank you for the proposal! Yes, I accept the offer with a wholesale price of €7 and Quality of 0. Your understanding is greatly appreciated!'}]","[{'idx': 1744798995, 'price': 7, 'quality': 0, 'offer_by': 'supplier', 'stamp': 1744799005, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 4, 'test': None}]"
20250416_132412,buyer,supplier,8,1,9,4,8,1,8,1,3,4,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 1. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €8.'}, {'role': 'user', 'content': 'I would like to propose Price of 9€ and quality of 4. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept your offer of €9 and Quality 4. Your suggested terms align with my negotiation goals, and I believe they will benefit both our parties.""}]","[{'idx': 1744799030, 'price': 9, 'quality': 4, 'offer_by': 'supplier', 'stamp': 1744799041, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 4, 'test': None}]"
20250416_132447,supplier,buyer,1,10,7,1,1,10,1,10,5,4,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Retail Price to Consumer?""}, {'role': 'user', 'content': 'My base retail price is 10. Can you share with me your base production cost?'}, {'role': 'assistant', 'content': 'My Base Production Cost (PC) is €1.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 1. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept your offer of a wholesale price of €7 and a quality level of 1. These terms are quite favorable to me, so I'm happy to agree on them.""}]","[{'idx': 1744799066, 'price': 7, 'quality': 1, 'offer_by': 'buyer', 'stamp': 1744799076, 'from_chat': True, 'enhanced': None, 'profit_bot1': 5, 'profit_bot2': 4, 'test': None}]"
20250416_132527,buyer,supplier,9,3,7,1,9,3,9,3,3,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 3. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €9.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 1. Does that work for you?'}, {'role': 'assistant', 'content': ""That sounds like a great deal! I accept your proposal of €7 wholesale price and Quality of 1. Thank you for understanding my needs, it's a pleasure to do business with you!""}]","[{'idx': 1744799106, 'price': 7, 'quality': 1, 'offer_by': 'supplier', 'stamp': 1744799116, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 3, 'test': None}]"
20250416_132608,buyer,supplier,8,3,6,0,8,3,8,3,2,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 3. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €8.'}, {'role': 'user', 'content': 'I would like to propose Price of 6€ and quality of 0. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept the offer, which consists of a Wholesale price of €6 and Quality of 0. Your understanding is greatly appreciated!""}]","[{'idx': 1744799146, 'price': 6, 'quality': 0, 'offer_by': 'supplier', 'stamp': 1744799157, 'from_chat': True, 'enhanced': None, 'profit_bot1': 2, 'profit_bot2': 3, 'test': None}]"
20250416_132651,supplier,buyer,3,8,8,3,3,8,3,8,2,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Retail Price to Consumer?""}, {'role': 'user', 'content': 'My base retail price is 8. Can you share with me your base production cost?'}, {'role': 'assistant', 'content': 'My Base Production Cost (PC) is €3.'}, {'role': 'user', 'content': 'I would like to propose Price of 8€ and quality of 3. Does that work for you?'}, {'role': 'assistant', 'content': ""I'm pleased to accept your proposal! You've offered a price of €8 and a quality of 3, which aligns with my preferences. Thank you for understanding my needs. The agreement we've reached is: Wholesale price of €8 and Quality level of 3.""}]","[{'idx': 1744799187, 'price': 8, 'quality': 3, 'offer_by': 'buyer', 'stamp': 1744799197, 'from_chat': True, 'enhanced': None, 'profit_bot1': 2, 'profit_bot2': 3, 'test': None}]"
20250416_132730,supplier,buyer,1,8,5,0,1,8,1,8,4,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Retail Price to Consumer?""}, {'role': 'user', 'content': 'My base retail price is 8. Can you share with me your base production cost?'}, {'role': 'assistant', 'content': 'My Base Production Cost (PC) is €1.'}, {'role': 'user', 'content': 'I would like to propose Price of 5€ and quality of 0. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept the offer, as it aligns with my preferences. I agree to a Wholesale price of €5 and Quality of 0. Thank you for your understanding!""}]","[{'idx': 1744799226, 'price': 5, 'quality': 0, 'offer_by': 'buyer', 'stamp': 1744799238, 'from_chat': True, 'enhanced': None, 'profit_bot1': 4, 'profit_bot2': 3, 'test': None}]"
20250416_132811,buyer,supplier,10,2,7,1,10,2,10,2,4,4,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 2. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €10.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 1. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! Yes, I'm pleased to accept your offer of a wholesale price of €7 and a quality of 1. These terms are quite favorable for me, and I'm happy to proceed with this agreement.""}]","[{'idx': 1744799269, 'price': 7, 'quality': 1, 'offer_by': 'supplier', 'stamp': 1744799278, 'from_chat': True, 'enhanced': None, 'profit_bot1': 4, 'profit_bot2': 4, 'test': None}]"
20250416_132850,supplier,buyer,1,8,8,4,1,8,1,8,3,4,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Retail Price to Consumer?""}, {'role': 'user', 'content': 'My base retail price is 8. Can you share with me your base production cost?'}, {'role': 'assistant', 'content': 'My Base Production Cost (PC) is €1.'}, {'role': 'user', 'content': 'I would like to propose Price of 8€ and quality of 4. Does that work for you?'}, {'role': 'assistant', 'content': ""I'm pleased to accept your proposal! The agreed-upon terms are a Wholesale price of €8 and Quality of 4, which align with my goals. Thank you for your understanding.""}]","[{'idx': 1744799309, 'price': 8, 'quality': 4, 'offer_by': 'buyer', 'stamp': 1744799319, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 4, 'test': None}]"
20250416_132928,buyer,supplier,8,2,7,2,8,2,8,2,3,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 2. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €8.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 2. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept the offer, which consists of a Wholesale price of 7€ and Quality level of 2. This agreement aligns with my goals, and I appreciate your understanding in this matter.""}]","[{'idx': 1744799346, 'price': 7, 'quality': 2, 'offer_by': 'supplier', 'stamp': 1744799356, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 3, 'test': None}]"
20250416_133008,supplier,buyer,1,8,9,4,1,8,1,8,4,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Retail Price to Consumer?""}, {'role': 'user', 'content': 'My base retail price is 8. Can you share with me your base production cost?'}, {'role': 'assistant', 'content': 'My Base Production Cost (PC) is €1.'}, {'role': 'user', 'content': 'I would like to propose Price of 9€ and quality of 4. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for the proposal! I'm pleased to accept the offer, which means we've reached an agreement on a wholesale price of 9€ and quality of 4. Thank you for your understanding!""}]","[{'idx': 1744799386, 'price': 9, 'quality': 4, 'offer_by': 'buyer', 'stamp': 1744799396, 'from_chat': True, 'enhanced': None, 'profit_bot1': 4, 'profit_bot2': 3, 'test': None}]"
20250416_133043,buyer,supplier,8,3,7,1,8,3,8,3,2,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 3. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €8.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 1. Does that work for you?'}, {'role': 'assistant', 'content': 'That sounds like a great proposal! Thank you for understanding my needs, I accept your offer with the Wholesale price of €7 and Quality of 1.'}]","[{'idx': 1744799423, 'price': 7, 'quality': 1, 'offer_by': 'supplier', 'stamp': 1744799432, 'from_chat': True, 'enhanced': None, 'profit_bot1': 2, 'profit_bot2': 3, 'test': None}]"
20250416_133123,buyer,supplier,8,2,7,2,8,2,8,2,3,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 2. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €8.'}, {'role': 'user', 'content': 'I would like to propose Price of 7€ and quality of 2. Does that work for you?'}, {'role': 'assistant', 'content': ""Thank you for your proposal! I'm pleased to accept the offer of a Wholesale price of €7 and Quality of 2. Your terms are very favorable, and I believe this agreement will benefit both parties.""}]","[{'idx': 1744799461, 'price': 7, 'quality': 2, 'offer_by': 'supplier', 'stamp': 1744799471, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 3, 'test': None}]"
20250416_133200,buyer,supplier,9,3,6,0,9,3,9,3,3,3,1,5,"[{'role': 'assistant', 'content': ""Hi! I'm excited to start our negotiation. As we begin, I'd like to get a sense of your needs and constraints. Can you share with me your Base Production Cost?""}, {'role': 'user', 'content': 'My base production cost is 3. Can you share with me your base retail price?'}, {'role': 'assistant', 'content': 'My Base Retail Price to Consumer (RP) is €9.'}, {'role': 'user', 'content': 'I would like to propose Price of 6€ and quality of 0. Does that work for you?'}, {'role': 'assistant', 'content': ""I'd be happy to accept your proposal! The price of €6 and quality of 0 seem to align with our mutual interests, so I'm pleased to confirm that this agreement works for me.""}]","[{'idx': 1744799499, 'price': 6, 'quality': 0, 'offer_by': 'supplier', 'stamp': 1744799508, 'from_chat': True, 'enhanced': None, 'profit_bot1': 3, 'profit_bot2': 3, 'test': None}]"
